childprocess	0.5.9	http://github.com/jarib/childprocess	3846002
nokogiri	1.6.6.2	http://nokogiri.org	3845418
nokogiri	1.6.5	http://nokogiri.org	3844978
haml	4.0.5	http://haml.info/	3827644
mini_portile	0.5.2	http://github.com/flavorjones/mini_portile	3799414
arel	4.0.2	https://github.com/rails/arel	3799399
fog-json	1.0.0	http://github.com/fog/fog-json	3798534
crack	0.4.3	http://github.com/jnunemaker/crack	3794407
httparty	0.13.7	http://jnunemaker.github.com/httparty	3789667
netrc	0.7.7	https://github.com/geemus/netrc	3766249
httparty	0.11.0	http://jnunemaker.github.com/httparty	3763957
coffee-script-source	1.6.2	http://jashkenas.github.com/coffee-script/	3756339
rspec-mocks	3.1.3	https://github.com/rspec/rspec-mocks	3744522
coffee-script-source	1.7.0	http://jashkenas.github.com/coffee-script/	3743799
rspec-core	2.14.8	https://github.com/rspec/rspec-core	3720452
http_parser.rb	0.5.3	http://github.com/tmm1/http_parser.rb	3714003
rspec-core	3.1.7	https://github.com/rspec/rspec-core	3700363
fog-ecloud	0.3.0		3687504
net-ssh-multi	1.1	https://github.com/net-ssh/net-scp	3675022
xpath	0.1.4	http://github.com/jnicklas/xpath	3665696
little-plugger	1.1.4	http://gemcutter.org/gems/little-plugger	3660830
bcrypt	3.1.7	https://github.com/codahale/bcrypt-ruby	3655450
ffi	1.9.14	http://wiki.github.com/ffi/ffi	3650803
hashie	1.2.0	https://github.com/intridea/hashie	3647631
hashie	3.4.2	https://github.com/intridea/hashie	3645950
mixlib-config	1.1.2	http://www.chef.io	3642048
rspec-support	3.2.2	https://github.com/rspec/rspec-support	3638323
rails_12factor	0.0.3	https://github.com/heroku/rails_12factor	3613623
faraday_middleware	0.9.1	https://github.com/lostisland/faraday_middleware	3609427
rails_stdout_logging	0.0.3	https://github.com/heroku/rails_stdout_logging	3608092
